FACILITYADDRESS,FacilityAdaAccess,FacilityDescription,FacilityDirections,FacilityEmail,FacilityID,FacilityLatitude,FacilityLongitude,FacilityMapURL,FacilityName,FacilityPhone,FacilityReservationURL,FacilityTypeDescription,FacilityUseFeeDescription,GEOJSON,Keywords,LastUpdatedDate,LegacyFacilityID,OrgFacilityID,ParentOrgID,ParentRecAreaID,Reservable,StayLimit,AddressCountryCode,AddressStateCode,City,FacilityAddressID,FacilityStreetAddress1,FacilityStreetAddress2,FacilityStreetAddress3,PostalCode
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20240854', 'FacilityAddressType': 'Default', 'FacilityID': '245347', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>The Cedar City Ranger District is located on the Markagunt Plateau, a gently sloping, eastward tilted earth block that has been modified by erosion, volcanism, and some glaciations.  Bordered by the beautiful pink limestone of the Wasatch formation (the same formation that forms the spires and landscape of Bryce Canyon National Park and Cedar Breaks National Monument), the District has some of the more spectacular scenery in the west. This panoramic tapestry becomes even more spectacular during the splendor of autumn's colors.</p><p><a href=""http://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5111892.jpg"" rel=""nofollow""><img alt=""Yankee Meadows"" src=""http://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5111892.jpg"" width=""510""/></a><em>Yankee Meadows </em></p>",,,245347,37.497,-112.642,,Cedar City Ranger District,,,Facility,,"{'COORDINATES': [-112.642, 37.497], 'TYPE': 'Point'}",,2020-09-10,,24840,131,1031,False,,USA,UT,,20240854,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'St. George', 'FacilityAddressID': '18107076', 'FacilityAddressType': 'Default', 'FacilityID': '257098', 'FacilityStreetAddress1': '347 East Riverside Drive', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': '84790'}]",,"Recommended Users: Mountain Bikers, Hikers. Singletrack trail. 1 mile in length. Difficulty: Moderate/More Difficult. To reach Quail Creek Trail, take White Reef Trail from the trailhead for 0.2 miles.  Turn left onto Adams Trail and follow it until reaching a “Y” intersection.  At this point the trail splits for users.  Equestrians should go left to the low water crossing over Quail Creek, while hikers should go right to cross Quail Creek over a small, narrow pedestrian bridge.  The trail reconnects on the other side of the creek.  Turn right at the next intersection, which is the start of the Prospector Trail. Continue for 0.1 miles and turn right onto Quail Creek Trail.","White Reef Trailhead – From I-15 Exit 22* (northbound only), turn right onto the frontage road at the end of the freeway off-ramp.  Travel south approximately 2 miles.  Turn right just past the sign for the Red Cliffs Recreation Area.  Proceed under the two freeway tunnels.  Just after the exiting the last freeway tunnel, turn right and follow the gravel road into the trailhead.  Pay a day use fee and park in one of the day use parking spaces.  *From I-15 Exit 23 (southbound only), turn left on Silver Reef Road at the end of the freeway off-ramp.  Turn right onto Main Street and travel south for 3.5 miles.  Turn right just past the sign for the Red Cliffs Recreation Area.  Proceed under the two freeway tunnels.  Just after the exiting the last freeway tunnel, turn right and follow the gravel road into the trailhead.",utsgmail@blm.gov,257098,37.22258752,-113.4015589,,Quail Creek Trail,435-688-3200,,Facility,,"{'COORDINATES': [-113.4015589, 37.22258752], 'TYPE': 'Point'}",,2020-12-09,,,126,70901,False,,USA,UT,St. George,18107076,347 East Riverside Drive,,,84790
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20245655', 'FacilityAddressType': 'Default', 'FacilityID': '248867', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20245656', 'FacilityAddressType': 'Default', 'FacilityID': '248867', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,<p>Flaming Gorge West Zone</p>,,,248867,0.0,0.0,,Flaming Gorge West,,,Facility,,"{'COORDINATES': None, 'TYPE': ''}",,2020-09-10,,80682,131,1030,False,,USA,WY,,20245655,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20245655', 'FacilityAddressType': 'Default', 'FacilityID': '248867', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20245656', 'FacilityAddressType': 'Default', 'FacilityID': '248867', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,<p>Flaming Gorge West Zone</p>,,,248867,0.0,0.0,,Flaming Gorge West,,,Facility,,"{'COORDINATES': None, 'TYPE': ''}",,2020-09-10,,80682,131,1030,False,,USA,UT,,20245656,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'Moab', 'FacilityAddressID': '17727905', 'FacilityAddressType': 'Default', 'FacilityID': '255278', 'FacilityStreetAddress1': '82 East Dogwood Avenue', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2019-10-24', 'PostalCode': '84532'}]",,"Campsites are tucked in the pygmy pinyon-juniper forest on the mesas above Moab, yet offer great views. Individual sites are available on a first-come, first-served basis. The campground has four loops: Appaloosa, Buckskin, Cayuse, and Dapple. Appaloosa, Buckskin, and Cayuse loops have 56 campsites that can accommodate RVs. Dapple loop has 28 tent campsites with no generators allowed. There are five group campsites available for reservation through Recreation.gov. The area has many mountain bike trails and 4WD roads nearby. The campground is close to Canyonlands National Park and Dead Horse Point State Park. </p>Individual Sites: 83 (limited to 10 people & two vehicles per site); </p> 
Group Sites: 5 (reservable); </p>Water: No; </p>Toilets: Yes; </p>Hook-ups: No. 
(Note: this is a different recreation site from the ""Horsethief Camp"" located in the Needles, CA area).",From the center of Moab (at Center and Main) head north on Hwy. 191 to Hwy. 313. Turn left (west) on Hwy. 313 and drive 12 miles. You will see the campground sign on the right. Turn on the gravel road and you will see the campground entrance on your left.,,255278,38.58429,-109.814209,https://www.blm.gov/sites/blm.gov/files/Moab%20BLM%20Visitior%20Guide_pub_2019_all%20vertical%20pages.pdf,Horsethief Campground,(435) 259-2100,https://www.recreation.gov/camping/campgrounds/251838,Campground,$20.00 per site per night camping fee payable at self service fee station at campground (only exact cash or check accepted),"{'COORDINATES': [-109.814209, 38.58429], 'TYPE': 'Point'}",,2022-04-20,,,126,70901,False,14 nights in a 30 consecutive day period,USA,UT,Moab,17727905,82 East Dogwood Avenue,,,84532
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'FERRON ', 'FacilityAddressID': '20439151', 'FacilityAddressType': 'Default', 'FacilityID': '233798', 'FacilityStreetAddress1': '115 WEST CANYON ROAD', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2024-11-26', 'PostalCode': '84523'}]",N,"<h2>Overview</h2>
Little Bear Group Campground is located in beautiful Huntington Canyon along the Huntington Canyon National Scenic Byway on Utah Highway 31. It sits at an elevation of approximately 6,500 feet. Many recreational activities are available, including hiking, biking and fishing.<h2>Recreation</h2>
Popular activities include fishing, hunting, hiking, mountain biking, horseback riding, rock climbing and scenic driving. Huntington Creek is a Blue Ribbon fishery, offering high quality fishing for brown, cutthroat and rainbow trout.<br/>
<br/>
The 4-mile Left Fork of the Huntington National Recreation Trail is nearby and open to hikers and horseback riders. The 10-mile Fish Creek Trail, for hiking, biking and horseback riding is also near the campground.<h2>Facilities</h2>
Popular activities include fishing, hunting, hiking, mountain biking, horseback riding, rock climbing and scenic driving. Huntington Creek is a Blue Ribbon fishery, offering high quality fishing for brown, cutthroat and rainbow trout.<br/>
<br/>
The 4-mile Left Fork of the Huntington National Recreation Trail is nearby and open to hikers and horseback riders. The 10-mile Fish Creek Trail, for hiking, biking and horseback riding is also near the campground.<h2>Natural Features</h2>
Pines and junipers offer plentiful shade and Huntington Creek runs alongside the campground. The canyon area has numerous lakes and streams, vibrant summer wildflowers, colorful fall foliage and abundant wildlife.
<h2>Nearby Attractions</h2>
The Huntington Canyon National Scenic Byway is part of the 86-mile Energy Loop. It offers stunning mountain and lake views as it tops 10,000 feet in elevation.<br/>
<br/>
The historic Stuart Guard Station Visitor Center is nearby, offering a glimpse of the 1930s life of a ranger and his family who once lived there. Exhibits of Civilian Conservation Corps projects and original equipment are also on display. Area information is available there as well.","The campground is located 13 miles west of Huntington, Utah, along Highway 31.",,233798,39.4461111,-111.1419444,,LITTLE BEAR GROUP,435-384-2372,,Campground,,"{'COORDINATES': [-111.1419444, 39.4461111], 'TYPE': 'Point'}","LBEA,MANTI-LASAL NF -FS",2024-11-26,73663,AN373663,131,1033,True,,USA,UT,FERRON ,20439151,115 WEST CANYON ROAD,,,84523
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20246123', 'FacilityAddressType': 'Default', 'FacilityID': '247164', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20246124', 'FacilityAddressType': 'Default', 'FacilityID': '247164', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>This Ranger District is fast becoming a four-season destination. The mountainous terrain and abundant lakes invite visitors to hike, camp, fish, ride mountain bikes, backpack and ride off-highway vehicles in the summer. During the winter, the quality snow draws legions of backcountry skiers, dog sledders and snowmobilers.</p>",,,247164,0.0,0.0,,Heber-Kamas Ranger District,,,Facility,,"{'COORDINATES': None, 'TYPE': ''}",,2020-09-10,,8983,131,1035,False,,USA,WY,,20246123,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20246123', 'FacilityAddressType': 'Default', 'FacilityID': '247164', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20246124', 'FacilityAddressType': 'Default', 'FacilityID': '247164', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>This Ranger District is fast becoming a four-season destination. The mountainous terrain and abundant lakes invite visitors to hike, camp, fish, ride mountain bikes, backpack and ride off-highway vehicles in the summer. During the winter, the quality snow draws legions of backcountry skiers, dog sledders and snowmobilers.</p>",,,247164,0.0,0.0,,Heber-Kamas Ranger District,,,Facility,,"{'COORDINATES': None, 'TYPE': ''}",,2020-09-10,,8983,131,1035,False,,USA,UT,,20246124,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20245861', 'FacilityAddressType': 'Default', 'FacilityID': '247011', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20245862', 'FacilityAddressType': 'Default', 'FacilityID': '247011', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,<p>This timbered trailhead is popular for hiking. Dry camp at ATV trailhead. This campground has not water available</p>,,,247011,40.846399,-110.814763,,Wolverine ATV Trailhead/Campground,,,Campground,,"{'COORDINATES': [-110.814763, 40.846399], 'TYPE': 'Point'}",,2020-09-10,,9834,131,1035,False,,USA,WY,,20245861,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20245861', 'FacilityAddressType': 'Default', 'FacilityID': '247011', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20245862', 'FacilityAddressType': 'Default', 'FacilityID': '247011', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,<p>This timbered trailhead is popular for hiking. Dry camp at ATV trailhead. This campground has not water available</p>,,,247011,40.846399,-110.814763,,Wolverine ATV Trailhead/Campground,,,Campground,,"{'COORDINATES': [-110.814763, 40.846399], 'TYPE': 'Point'}",,2020-09-10,,9834,131,1035,False,,USA,UT,,20245862,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': 'MANILA', 'FacilityAddressID': '20437259', 'FacilityAddressType': 'Default', 'FacilityID': '231902', 'FacilityStreetAddress1': 'PO BOX 279', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2024-11-26', 'PostalCode': '84046'}]",N,"<h2>Overview</h2>
Dutch John Draw Campground is located within a quiet cove on Flaming Gorge Reservoir at an elevation of 6,000 feet. Campers enjoy easy access to boating, water skiing, fishing and swimming.<h2>Recreation</h2>
A small boat dock is located on-site and is designated specifically for those camping at Dutch John Draw. A short trail leads to it from the campground, providing easy access to boating, water skiing, canoeing, fishing and swimming on the reservoir.<br/>
<br/>
A boat ramp is available less than 2 miles away at Mustang Ridge.<h2>Facilities</h2>
A small boat dock is located on-site and is designated specifically for those camping at Dutch John Draw. A short trail leads to it from the campground, providing easy access to boating, water skiing, canoeing, fishing and swimming on the reservoir.<br/>
<br/>
A boat ramp is available less than 2 miles away at Mustang Ridge.<h2>Natural Features</h2>
This secluded group site is settled in a quiet cove on Flaming Gorge Reservoir. Pinyon pines dot the landscape but offer little shade. The entire site offers scenic views of the water.
<h2>Nearby Attractions</h2>
Flaming Gorge Dam offers guided tours of the working hydroelectric plant and the dam, and the adjacent visitor center contains area history exhibits.<br/>
<br/>
The Green River below the dam provides spectacular rafting opportunities. A trip down the river offers unique geology, outlaw history and Native American rock art.",The campground is located 2 miles north of Flaming Gorge Dam on U.S. Highway 191. Turn west onto Forest Road 695 and travel a mile to the site.,Help.Ashley.DutchJohn@AmericanLL.com,231902,40.9344444,-109.4241667,,DUTCH JOHN DRAW CAMPGROUND,435-889-3000,,Campground,,"{'COORDINATES': [-109.4241667, 40.9344444], 'TYPE': 'Point'}","Dutch John,DUTC,FLAMING GORGE,ASHLEY NF - FS,Flaming Gorge National Recreation Area",2024-11-26,70087,AN370087,131,1030,True,,USA,UT,MANILA,20437259,PO BOX 279,,,84046
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'ID', 'City': '', 'FacilityAddressID': '20247430', 'FacilityAddressType': 'Default', 'FacilityID': '245228', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20247431', 'FacilityAddressType': 'Default', 'FacilityID': '245228', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>The Sawtooth National Recreation Area (Sawtooth NRA) consists of 756,000 acres of beautiful mountanious scenery. The Sawtooth NRA includes the Sawtooth Wilderness, Cecil D. Andrus-White Clouds Wilderness, and the Hemingway-Boulders Wilderness areas. The Sawtooth NRA has over 700 miles of trails, 40 peaks rising over 10,000 feet and 300-plus high-elevation alpine lakes that add to the spectacular scenery and vistas. Recreational pursuits include outdoor activities like camping, hiking, backpacking, fishing, boating and canoeing, rafting, observing nature, photography and bicycling. For information please contact the Sawtooth NRA Headquarters, open Monday through Friday from 8:30am-5pm at (208)727-5000, the Ketchum Ranger Station, open Monday through Friday 8:30am-5pm at (208)622-0090, the Stanley Ranger Station, open Monday through Friday 8:30am -5pm at (208)774-3000 or the supervisors office in Jerome, open Monday through Friday 8am-4:30pm at (208)423-7500.</p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd494912.pdf"" rel=""nofollow"">Sawtooth NRA Campground Information</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5328815.pdf"" rel=""nofollow"">Sawtooth Wilderness Map</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprd3849336.pdf"" rel=""nofollow"">Hemingway-Boulders Wilderness Map</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprd3849337.pdf"" rel=""nofollow"">White Clouds Wilderness Map</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd624782.pdf"" rel=""nofollow"">Stanley Lake Plan Map</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd624783.pdf"" rel=""nofollow"">Redfish to Stanley Trail Map</a></p>",,,245228,43.789216,-114.42193,,Sawtooth National Recreation Area,,,Facility,,"{'COORDINATES': [-114.42193, 43.789216], 'TYPE': 'Point'}",,2020-09-10,,5842,131,1027,False,,USA,ID,,20247430,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'ID', 'City': '', 'FacilityAddressID': '20247430', 'FacilityAddressType': 'Default', 'FacilityID': '245228', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20247431', 'FacilityAddressType': 'Default', 'FacilityID': '245228', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>The Sawtooth National Recreation Area (Sawtooth NRA) consists of 756,000 acres of beautiful mountanious scenery. The Sawtooth NRA includes the Sawtooth Wilderness, Cecil D. Andrus-White Clouds Wilderness, and the Hemingway-Boulders Wilderness areas. The Sawtooth NRA has over 700 miles of trails, 40 peaks rising over 10,000 feet and 300-plus high-elevation alpine lakes that add to the spectacular scenery and vistas. Recreational pursuits include outdoor activities like camping, hiking, backpacking, fishing, boating and canoeing, rafting, observing nature, photography and bicycling. For information please contact the Sawtooth NRA Headquarters, open Monday through Friday from 8:30am-5pm at (208)727-5000, the Ketchum Ranger Station, open Monday through Friday 8:30am-5pm at (208)622-0090, the Stanley Ranger Station, open Monday through Friday 8:30am -5pm at (208)774-3000 or the supervisors office in Jerome, open Monday through Friday 8am-4:30pm at (208)423-7500.</p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd494912.pdf"" rel=""nofollow"">Sawtooth NRA Campground Information</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5328815.pdf"" rel=""nofollow"">Sawtooth Wilderness Map</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprd3849336.pdf"" rel=""nofollow"">Hemingway-Boulders Wilderness Map</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprd3849337.pdf"" rel=""nofollow"">White Clouds Wilderness Map</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd624782.pdf"" rel=""nofollow"">Stanley Lake Plan Map</a></p><p><a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fseprd624783.pdf"" rel=""nofollow"">Redfish to Stanley Trail Map</a></p>",,,245228,43.789216,-114.42193,,Sawtooth National Recreation Area,,,Facility,,"{'COORDINATES': [-114.42193, 43.789216], 'TYPE': 'Point'}",,2020-09-10,,5842,131,1027,False,,USA,UT,,20247431,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'NV', 'City': '', 'FacilityAddressID': '20241857', 'FacilityAddressType': 'Default', 'FacilityID': '243878', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'CA', 'City': '', 'FacilityAddressID': '20241858', 'FacilityAddressType': 'Default', 'FacilityID': '243878', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20241859', 'FacilityAddressType': 'Default', 'FacilityID': '243878', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>The Ruby Mountains Ranger District is made up of the East Humboldt and Ruby Mountain Ranges. These mountains contain spectacular scenery and a variety of recreational activities. The district covers about approximately 450,000 acres with elevations ranging from 6,000 feet to 11,387 feet at Ruby Dome.</p><p>If you have any questions or comments please contact the Ruby Moutain Ranger District @ 775-752-3357</p>",,,243878,41.11137,-114.977029,,Ruby Mountains Ranger District Office,,,Facility,,"{'COORDINATES': [-114.977029, 41.11137], 'TYPE': 'Point'}",,2020-09-10,,65172,131,1029,False,,USA,NV,,20241857,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'NV', 'City': '', 'FacilityAddressID': '20241857', 'FacilityAddressType': 'Default', 'FacilityID': '243878', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'CA', 'City': '', 'FacilityAddressID': '20241858', 'FacilityAddressType': 'Default', 'FacilityID': '243878', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20241859', 'FacilityAddressType': 'Default', 'FacilityID': '243878', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>The Ruby Mountains Ranger District is made up of the East Humboldt and Ruby Mountain Ranges. These mountains contain spectacular scenery and a variety of recreational activities. The district covers about approximately 450,000 acres with elevations ranging from 6,000 feet to 11,387 feet at Ruby Dome.</p><p>If you have any questions or comments please contact the Ruby Moutain Ranger District @ 775-752-3357</p>",,,243878,41.11137,-114.977029,,Ruby Mountains Ranger District Office,,,Facility,,"{'COORDINATES': [-114.977029, 41.11137], 'TYPE': 'Point'}",,2020-09-10,,65172,131,1029,False,,USA,CA,,20241858,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'NV', 'City': '', 'FacilityAddressID': '20241857', 'FacilityAddressType': 'Default', 'FacilityID': '243878', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'CA', 'City': '', 'FacilityAddressID': '20241858', 'FacilityAddressType': 'Default', 'FacilityID': '243878', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20241859', 'FacilityAddressType': 'Default', 'FacilityID': '243878', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>The Ruby Mountains Ranger District is made up of the East Humboldt and Ruby Mountain Ranges. These mountains contain spectacular scenery and a variety of recreational activities. The district covers about approximately 450,000 acres with elevations ranging from 6,000 feet to 11,387 feet at Ruby Dome.</p><p>If you have any questions or comments please contact the Ruby Moutain Ranger District @ 775-752-3357</p>",,,243878,41.11137,-114.977029,,Ruby Mountains Ranger District Office,,,Facility,,"{'COORDINATES': [-114.977029, 41.11137], 'TYPE': 'Point'}",,2020-09-10,,65172,131,1029,False,,USA,UT,,20241859,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20245499', 'FacilityAddressType': 'Default', 'FacilityID': '236578', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20245500', 'FacilityAddressType': 'Default', 'FacilityID': '236578', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>There are 11 campsites on the south shore of large and lovely Oaks Park Reservoir. There is a pump handle well on the west shore of the reservoir.  Trails lead north from the lake, and the area is open to OHV use. A trail leads south from the campground to the Big Brush Creek Cave.   If you are interested in caving, please contact the Forest Service.</p>","<p>From Vernal, Utah travel 20 miles north on US 191. Then go 14 miles northwest on Forest Road 018.</p>",,236578,40.742166,-109.623593,,Oaks Park Campground,,,Campground,,"{'COORDINATES': [-109.623593, 40.742166], 'TYPE': 'Point'}",,2020-09-10,,72241,131,1030,False,,USA,WY,,20245499,,,,
"[{'AddressCountryCode': 'USA', 'AddressStateCode': 'WY', 'City': '', 'FacilityAddressID': '20245499', 'FacilityAddressType': 'Default', 'FacilityID': '236578', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}, {'AddressCountryCode': 'USA', 'AddressStateCode': 'UT', 'City': '', 'FacilityAddressID': '20245500', 'FacilityAddressType': 'Default', 'FacilityID': '236578', 'FacilityStreetAddress1': '', 'FacilityStreetAddress2': '', 'FacilityStreetAddress3': '', 'LastUpdatedDate': '2018-10-12', 'PostalCode': ''}]",,"<p>There are 11 campsites on the south shore of large and lovely Oaks Park Reservoir. There is a pump handle well on the west shore of the reservoir.  Trails lead north from the lake, and the area is open to OHV use. A trail leads south from the campground to the Big Brush Creek Cave.   If you are interested in caving, please contact the Forest Service.</p>","<p>From Vernal, Utah travel 20 miles north on US 191. Then go 14 miles northwest on Forest Road 018.</p>",,236578,40.742166,-109.623593,,Oaks Park Campground,,,Campground,,"{'COORDINATES': [-109.623593, 40.742166], 'TYPE': 'Point'}",,2020-09-10,,72241,131,1030,False,,USA,UT,,20245500,,,,
